name ,category ,deadline ,goal ,pledged ,status,backers ,
cloudyBoss ERP platform for smarter enterprising,Software,15/12/2015 17:59,15000,1700,failed,6,
"""When You're Sweaty & Hot Be Cool with BlowMeCool""",Gadgets,12/4/2015 17:54,25000,2274,failed,40,
"Pet Food Buyers Club, grow your direct referral network. DRN",Web,25/8/2014 2:02,50000,10,failed,1,
Bluetooth CD Music Streaming,Hardware,13/11/2014 14:18,5000,0,failed,0,
Lumos Goes DC: Computer-controlled LED Holiday Lights & More,Hardware,1/9/2012 8:59,3500,3572,successful,30,
CalcU,Web,29/10/2015 12:18,2900,421,failed,11,
~Archive: a Knowledge Tool by the Brooklyn Institute,Technology,16/5/2012 16:00,7500,9211,successful,204,
Oscilloscope clock kit,Hardware,31/1/2014 23:32,10975,5523,failed,26,
Shweel (Shock-Spoke Wheel): The Revolutionary Airless Tire!,Technology,5/10/2013 5:39,75000,817,canceled,25,
StreamStash,Software,5/5/2013 15:37,30000,1648,failed,61,
The Trident,Sound,12/8/2015 22:55,175000,0,failed,0,
NE-1 Rocket,Technology,25/9/2013 16:06,75000,1956.7,failed,64,
Circle of Life - Your job is to SURVIVE.,Apps,21/8/2016 5:59,7000,101,failed,2,
Clean Bin,Technology,4/7/2014 6:49,5000,576,failed,23,
AmputationHelp.com - Helping Amputees Help Themselves!,Technology,15/6/2015 22:21,8500,74,failed,3,
VFE Pedals RUP - Multiband Distortion Pedal,Sound,16/12/2014 8:59,5000,5418,successful,23,
SwineTech creates products that reduce piglet deaths,Hardware,5/2/2016 18:30,5000,100,failed,4,
PRO-RELEASE GOLF GRIPS by FEEL,Technology,13/5/2015 14:23,22000,233,failed,3,
The World’s Best Music and Bluetooth Enabled Hoodie | Hiody,Sound,19/6/2016 21:04,45000,12643,canceled,132,
Vastly,Web,18/9/2015 14:00,250000,8647,failed,61,
MyDronJob. The Site where Drone Pilots and Clients meet,Flight,17/8/2016 15:11,5000,1,failed,1,
Cheddar: Online Financial Education for Kids,Software,24/7/2015 4:38,50000,20629.11,failed,14,
"PRT Broadcaster, SHOUTcast Internet Radio Broadcast Software",Software,28/4/2014 2:53,10000,3875,canceled,17,
AirSnack,Apps,23/5/2015 17:20,1000000,0,failed,0,
NPT Lucid Dreamer,Technology,22/6/2015 4:25,50000,7001,failed,121,
Audio Modulated Full-bridge SSTC,Technology,15/4/2012 19:05,300,405,successful,16,
The first location based app,Apps,21/2/2015 21:25,7500,3,failed,3,
"VIPER: the Python IoT Design suite for Arduino, UDOO & Spark",DIY Electronics,27/3/2015 23:59,20000,22579,successful,323,
Virtual World Arcade - VR Gaming With HoloLens,Wearables,9/3/2016 17:52,3000,3025,successful,39,
SkyShare: Fast and Highly Secure Cloud Storage Solution,Software,15/4/2015 17:59,14000,1221,failed,10,
Fashwire (Canceled),Apps,23/6/2016 2:13,75000,4450,canceled,34,
EXTRAORDINARY: Making the world a better place (free app!),Apps,5/9/2014 8:59,10000,10056,successful,117,
Active History,Apps,17/9/2015 21:57,2000,7,failed,1,
Advanced Cockpit Crash System,Technology,26/5/2016 22:02,10000,0,failed,0,
"""Hot Tot"" Child Car Safety App",Apps,4/9/2014 21:49,16000,2,failed,2,
Angry Fish Rods – Fishing Made Simple…,Gadgets,1/7/2016 14:01,20000,13654,failed,129,
The Online Pond Building Course,Web,10/9/2016 18:38,15000,9970,failed,56,
Bizzet,Apps,13/3/2016 17:59,100000,1,failed,1,
Sproutable | Parenting Insights for Thriving Families,Web,6/9/2016 9:04,63800,7142,failed,50,
HELIX: Wearable Cuff with Stereo Bluetooth Headphones,Wearables,18/9/2015 9:03,100000,264205,successful,1865,
The Agreement Paradox,Software,10/4/2015 0:56,25000,41471,successful,81,
HCFX: Behold The Octophant,Hardware,2/5/2012 0:00,600,8696,successful,136,
Powerful Box,Technology,20/1/2015 19:21,50000,1012,failed,4,
Travel Safe with the SleepSentinel®,Flight,1/6/2016 18:48,70000,2132,failed,53,
SmartiHat Raspberry Pi A+ / HAT mount.,DIY Electronics,8/7/2015 20:00,5500,1890,failed,99,
CarePRO - A childcare management software for all,Web,16/2/2016 2:27,30000,0,failed,0,
Contactless Payment Sunglasses For Paying In Shops By NFC,Wearables,31/10/2016 1:00,300,128,failed,4,
The D Programming Language Conference 2013,Software,21/11/2012 19:10,29999,30855,successful,155,
"Modular 3D Printing Kit, a DYI RepRap Anyone Can Set Up",3D Printing,16/9/2015 21:49,5000,0,canceled,0,
Cup Holster,Gadgets,6/12/2016 2:35,10000,282,failed,6,
Sensation of Freefall,Technology,20/9/2014 10:52,950,560,failed,13,
Convertible HDL: Voice Activated Headlamp & Action Camera,Technology,7/5/2016 4:00,50000,42976,failed,114,
Hover car,Flight,24/11/2014 20:57,100000,270,failed,9,
MedCore.org - World Healthcare and Medical Yellow Pages,Web,27/7/2016 13:17,250,0,failed,0,
Discov3ry Paste Extruder: Affordable Add-on for 3D Printers,3D Printing,15/7/2014 22:00,30000,126086.01,successful,511,
"Linkitz: Smart, code-able friendship bracelets",Wearables,5/6/2015 22:00,95000,100687,successful,686,
Help 100 Highschoolers Fly (Suspended),Flight,28/9/2015 0:01,50000,101,suspended,4,
lumiglove,Wearables,5/12/2014 1:59,15000,61,failed,2,
FamilyDen - Family Organizer,Technology,7/3/2012 19:59,5000,5121,successful,21,
Worlds smartest automotive Bluetooth plug-n-play computer,Technology,19/9/2016 1:51,33880,42992.6,successful,149,
REAL PLAY,Apps,1/3/2015 1:41,30000,50,failed,1,
Salt Water USB Charger & Light for under $60,Technology,18/3/2016 23:59,25000,39430,successful,453,
Nailcura Service,Apps,27/4/2016 17:59,31500,1,failed,1,
Trak Taag Tracker with 80 Year Battery + SOS / Video Button,Apps,15/9/2016 17:08,4800,15197,successful,420,
"Makerarm-The first robotic arm that makes anything, anywhere",Fabrication Tools,11/11/2015 0:00,349750,435433.55,successful,340,
Purple Martin Migration Study:Geolocators & GPS Data-Loggers,Technology,21/5/2015 4:46,5000,283,failed,6,
Tokamak Inertial Confinement Fusion Concept,DIY Electronics,18/11/2015 23:11,1000,30,failed,2,
"URang The Ring Tone HiJacker, Choose called phone ringtone",Apps,2/12/2016 4:01,400000,0,failed,0,
MENTOR DAY: Apadrina un emprendedor,Technology,4/12/2015 13:00,500,0,failed,0,
"""Sonno BT""  Sleep Mask - Sleep, Nap, Wake, listen to music.",Wearables,4/6/2015 22:08,45000,3168,failed,57,
California Toll Road App,Technology,12/12/2013 21:12,17000,235,failed,2,
Virtual Reality for Education,Technology,30/4/2016 0:26,40000,1526,failed,4,
Amiga 30th Anniversary in California,Technology,19/4/2015 5:55,20000,21429,successful,171,
TapThat,Hardware,27/12/2014 23:21,5000,0,failed,0,
Buhel Tech Sunglasses + Headphones: No Earphones Or Wires!,Wearables,14/3/2015 16:08,80000,416376,successful,2283,
Marvin: the LoRa development board,Hardware,3/12/2016 6:34,10000,23185,successful,178,
Fliwer - Plant & Play (Canceled),Technology,2/11/2013 16:45,100000,30647,canceled,57,
ViewCoze.com | Better Broadcasting,Web,20/4/2016 16:35,25000,16,failed,2,
FruitStand: Give Raspberry Pi and Arduino a place to live,Hardware,27/1/2013 2:45,7000,3791,failed,82,
Pet Pages,Technology,5/6/2015 18:35,72000,0,failed,0,
The Veloflyte iPhone 4 or 5 Mount for Bicycles (Canceled),Technology,9/10/2013 22:41,7000,117,canceled,5,
Oracle Stations,Technology,20/3/2012 4:30,1000,1195,successful,19,
DroneClone (3D print+drone design),3D Printing,23/7/2015 14:11,75000,198,failed,6,
ShareMeMusic Website/API,Web,4/3/2016 21:35,7500,100,failed,1,
MediaLounge 2015. A Pop-up Exhibition,Technology,20/10/2015 8:59,12000,12283,successful,102,
KOMODO: The World's First GPS Ecosystem,Hardware,29/4/2015 1:23,30000,2458,failed,9,
Back my 2015 CanWEA Convention Energy Storage Paper,Technology,26/9/2015 21:31,3550,80,failed,2,
MICRO QI CHARGER WPD,Hardware,15/12/2014 22:13,8000,10,failed,1,
Jobin App,Apps,16/2/2016 20:00,45000,568,failed,17,
3 Green Energy 3,Gadgets,1/3/2016 19:18,147000,310,failed,4,
Let's Add a Million Missing Words to the Dictionary,Web,17/10/2015 8:59,50000,58407.36,successful,726,
"AERONBAG ""91% of all aircraft accidents occur on the ground""",Flight,26/12/2015 19:08,6500000,10,failed,1,
PartyTerminal,Web,25/3/2016 17:37,50000,0,failed,0,
Spiritual Matching,Web,17/10/2015 10:36,4500,10,failed,2,
SPARROW SOLAR POWERED VTOL HIGH SPEED DELIVERY DRONE,Flight,22/3/2015 17:09,65000,13,canceled,4,
Electric tester,DIY Electronics,30/10/2015 22:10,25000,170,failed,6,
"Dharamshala, home of the Dalai Lama website",Web,30/4/2015 21:34,10000,100,failed,1,
LIFE FI5E (Canceled),Software,22/11/2014 0:05,25000,25,canceled,1,
Teplr: The World's Social Calendar,Apps,23/4/2016 1:10,10000,201,failed,3,
Custom Technology Sleeves by Eagle Sports,Gadgets,3/2/2016 20:48,7000,0,failed,0,
Portable Structured Water Bottle.,Technology,31/10/2015 4:59,375000,147,failed,3,
UBIK UNO: The Bezeless Smartphone at an Unbeatable Price,Hardware,4/9/2015 13:47,200000,241925,successful,766,
Jobs for Hope and Value,Web,4/7/2015 17:00,50000,0,failed,0,
Child and Pet Audible Reminder via Car Alarm,Gadgets,15/8/2014 20:29,20000,100,failed,1,
Record Breaking Space Glider,Space Exploration,30/1/2013 23:36,2460,2513,successful,50,
"Snowflake Chocolate Box, Molds and Tools 3D Printing Models",3D Printing,1/12/2016 22:51,40,83,successful,4,
iType Smartwatch: A Smartphone On Your Wrist - You Can Type!,Wearables,11/6/2015 16:06,100000,20958,canceled,57,
The Disaster Prediction App,Apps,9/3/2016 20:52,35000,119910.44,successful,2208,
Vinahello.com - Worldwide Vietnamese Yellow Pages,Web,15/11/2016 19:25,10,0,failed,0,
AI-based web-tool for cost-to-own reports,Software,6/7/2013 20:36,54000,141,failed,7,
"Our Big Box - helping people laugh, smile and share stories!",Web,5/7/2014 16:27,65000,1990,canceled,60,
Best of British,Technology,8/5/2014 9:39,35000,14703,failed,105,
Solderless Guitar Wiring Kits with Modern Electronics,Hardware,13/2/2015 19:36,4500,344,canceled,5,
Modern CSC 2013,Software,29/3/2013 18:56,125,10,failed,2,
UBU - University By U,Web,22/1/2015 0:51,9000,1,failed,1,
Teach Learn Educate Inform. Knowledge & Research Simplified.,Web,1/4/2016 14:59,70000,10790,failed,43,
"""APEX - a must-have for motorbike owners & enthusiasts",Software,9/8/2015 3:24,10000,1113,failed,13,
Quest: making the web personal,Apps,31/1/2015 21:24,1000,190,failed,9,
Bella's Spots,Apps,10/8/2016 18:52,20000,0,canceled,0,
Youthire.com - A New Concept Creating Jobs For Young Adults,Web,27/10/2014 22:20,10000,975,failed,7,
The next big thing in mobile entertainment! (Canceled),Apps,12/12/2014 9:49,5000,71,canceled,7,
Renegade: The World's First 3D Pen to Run on Plastic Bottles,3D Printing,29/8/2016 6:00,25000,82545.4,successful,928,
Gaming/Streaming/Producing,Web,31/8/2014 18:00,3000,120,failed,6,
The Vertex Hybrid UAV,Flight,23/5/2015 16:16,200000,15979,failed,26,
Toys that Converse with You: Intelligent Social Objects,Apps,21/10/2016 14:54,100000,10,failed,1,
Top~Notch - Helping Every Day People Change Their Future,Web,29/12/2015 1:16,175000,0,canceled,0,
Mountain Air Toilet Ventilator,Technology,8/3/2016 1:21,150000,374,failed,7,
Light Vest technology for the dark times,Technology,12/5/2015 1:11,15000,1,failed,1,
ALLCOM™ ONE: turn your smartphone into a Walkie-Talkie Radio,Hardware,17/5/2014 5:59,225000,5286,failed,36,
Intelligent Fightwear  - Smart Sensor Gloves,Wearables,4/2/2015 0:06,10000,10492,successful,41,
YourAccessibleHoliday.com - Join The Revolution,Web,5/5/2016 15:58,80000,6,failed,6,
Guitar Superstar: Parents & Kids Learn To Rock Out Together,Software,26/4/2016 22:55,11000,1252,canceled,23,
Projects in MeteorJS - Learn By Building 10 Projects,Technology,22/7/2015 9:41,1000,3230.99,successful,250,
DIY Rocket scientist,Flight,3/11/2016 11:49,200,11,failed,3,
STARY – The Lightest and Most Affordable Electric Skateboard,Technology,13/8/2015 18:00,100000,742739.99,successful,1178,
A social networking platform for people with special needs,Software,21/3/2015 20:23,50000,130,failed,7,
OrGarnick Containerized Agronomy,Technology,20/7/2015 5:42,50000,2120,failed,17,
Lief | Smart patch that fights stress,Wearables,11/1/2017 6:00,50000,71391,live,352,
iSocioMetrics - Social Media Analytics for Your Brand,Software,14/9/2014 11:51,10000,0,failed,0,
FV3805 Restoration project,Hardware,2/10/2015 23:05,75000,17047.87,failed,452,
SANDEE: Choose Your Beach,Apps,16/12/2016 17:02,35000,4506,live,25,
Kuratorr: The World's Best Productivity Tools In One Place,Web,9/3/2016 16:46,5000,227,failed,5,
Self Contained Solar Powered Hydroponic Planter for Deck,Hardware,18/6/2015 2:27,650,50,failed,5,
Anon-a-Yo!,Apps,6/9/2014 16:18,6000,17,failed,4,
World's most life-like & interactive Virtual Language Tutor,Software,13/8/2014 17:58,12500,644,failed,8,
Koala News [Tutti i siti tech italiani raggruppati per te],Apps,16/12/2016 13:32,2500,0,live,0,
"Save Water-Time-Money, Effortlessly Cleaning Your Car",Technology,14/6/2016 20:11,15000,507,failed,12,
My talking Robot! (Suspended),Robots,18/4/2015 19:04,100,0,suspended,0,
Airstring. GSM Telemetry for your drone,Robots,17/6/2016 11:01,30000,4887,failed,15,
Herald - The Center of Family Communication (Canceled),Apps,20/8/2014 18:08,45000,1308,canceled,7,
Human Powered Helicopter Project,Hardware,1/4/2013 3:57,20000,919,failed,29,
Sideclick:  Streamline Your Streaming Experience,Gadgets,15/8/2015 3:49,80000,108667.02,successful,2651,
Voltset - World's Smartest Multimeter for Smart Devices,DIY Electronics,30/6/2014 14:21,58888,113548,successful,851,
Fun Selfie Camera App (Canceled),Apps,2/2/2015 12:37,2500,0,canceled,0,
V.O.T.E,Apps,15/12/2014 20:33,1500,0,failed,0,
Advanced VR Learning,Apps,7/6/2016 17:07,100000,123,failed,5,
Safe 2 Eat (app) Ltd,Apps,15/6/2015 21:48,5000,0,failed,0,
Easy Drone - the first modular plug-and-fly aerial solution,Hardware,11/7/2014 16:32,20000,45627.85,successful,109,
Speed Alert App-Android for any vehicle.,Software,2/5/2015 13:56,10000,1,failed,1,
LightCutter - An Ultra-Affordable Laser Cutter For Everyone!,Fabrication Tools,9/9/2011 5:17,1500,206,canceled,7,
Fund the Future of Climate Science at Blue Hill Observatory,Technology,6/10/2015 18:00,8000,8160,successful,70,
Unallocated Space: A New Hackerspace,Software,28/11/2010 13:26,3000,5000.35,successful,46,
mSleeve,Gadgets,23/6/2016 2:03,6000,313,failed,5,
protocols.io - Life Sciences Protocol Repository,Technology,15/3/2014 23:36,50000,54600,successful,506,
Cocos2D-PureSwift,Software,31/12/2015 23:59,125000,43565,failed,72,
My Mobile Bucket List (Canceled),Apps,4/4/2015 4:46,75000,0,canceled,0,
Warpfive Generator - Heat Powered Phone Charger (any heat),Gadgets,27/11/2015 12:12,30000,966,failed,10,
Fast Charging eQUICK Mobile USB Battery Charger,Hardware,17/4/2014 9:17,150000,1365,failed,16,
Spin - The Gyroscopic Spintop,Hardware,3/5/2016 11:16,15000,152286,successful,1871,
MyFile-IT Insuring Kids Safety,Apps,17/7/2016 15:46,5000,75,failed,1,
PiRingo: Festive Fun for Raspberry Pi GPIO,Hardware,27/11/2013 23:00,750,1307,successful,83,
Tracer Robot Educational Game,Robots,14/3/2015 0:56,100000,160,failed,1,
DIY Open Source Automatic Shadow Detection Bike Tail Light,Hardware,13/7/2014 18:12,2200,67,failed,5,
BACPAQ - Charge your cell phone anywhere. No plug-in.,Gadgets,30/10/2015 19:32,35000,491,failed,5,
Very low cost building instructional video (Canceled),Technology,5/11/2014 2:20,1000,689,canceled,15,
ovis - das selbstlernende Heizkörperthermostat by vilisto,Hardware,8/12/2016 10:00,120000,12222,live,58,
Noob Drummer,Software,9/2/2013 0:34,8000,1788,failed,10,
Charref - Character References Online,Web,9/10/2015 23:41,6000,40,failed,1,
Get one. Give one. (Canceled),Technology,9/8/2014 18:38,50000,20,canceled,2,
The Full Stack Developer Bundle - Learn By Building 40+ Apps,Technology,12/11/2016 19:30,1500,37414.14,successful,843,
Power Generation Unit - Home (Canceled),Hardware,9/12/2014 21:33,300000,0,canceled,0,
TURN-I-KIT  a Lens adapter for your iPhone 5 & 5S,Camera Equipment,22/2/2014 0:02,8000,12537,successful,126,
NYC Type,Software,30/10/2012 23:28,10000,10106,successful,179,
STOP 'h'AND WASH: Animated Audio Reminder Sign,Hardware,8/7/2013 21:03,25000,79,failed,7,
Horn & Purveyor USB Cord Bracelet,Technology,28/3/2016 13:53,500,295,failed,26,
weSTAND: A Stand With a Mission,Gadgets,18/10/2015 21:39,7000,530,failed,19,
Intelligent Marketing Application,Software,20/12/2014 17:26,25000,0,failed,0,
EyeCarry- Stop Looking. Start Seeing.,Wearables,22/12/2016 22:20,15000,2777,live,28,
Aqua3DP: A solution to the fresh water crisis on Earth,3D Printing,28/11/2014 23:49,55000,29,canceled,4,
"Yu: Teach, Protect, Entertain (Canceled)",Technology,4/4/2016 21:56,10000,0,canceled,0,
ZEN : Write & Draw Precisely On Touch Screens And Paper,Hardware,17/2/2014 8:45,10000,25154,successful,461,
Smart Gel Engineered Phase change Gels. Custom Fit for all.,Technology,27/4/2015 23:10,160000,31,failed,1,
The Power of Trees - Bringing Science to Life,Technology,23/10/2013 7:53,35000,863,failed,15,
VLUL,Web,9/9/2015 23:43,100000,0,failed,0,
"Superior Filament, Recycled 3D Printing Filament PET/HDPE...",3D Printing,26/12/2015 19:27,40000,4272,failed,48,
EL YOUTUBE QUE QUIERES,Technology,19/11/2015 20:39,3000,0,failed,0,
iaware,Gadgets,17/8/2016 6:27,90000,2,failed,2,
The Latest Purchase | Social Network,Web,4/10/2014 6:05,10000,2,failed,2,
"Never Alone, A Mobile App For Veterans Suffering With PTSD",Apps,14/5/2016 5:00,50000,120,failed,6,
Shine: first App control Laser Light Bluetooth Headphones,Wearables,23/12/2015 21:17,15000,18855,successful,99,
Video Protocols Mobile App,Technology,11/12/2013 22:22,10000,1,failed,1,
Thermostat-Controller For Space Heater,Hardware,3/3/2016 15:52,5000,0,failed,0,
Vestri Amplexus - Human Intelligence for Problem Solving,Technology,28/2/2016 20:06,100000,1,failed,1,
Code name: Trucking Buddy,Apps,3/10/2015 16:25,5000,2,failed,1,
SPINT: Revolutionize the Way You Interact with Your Devices!,Technology,13/2/2014 3:27,75000,249,failed,10,
Open PECS(Open Professional EDI Claims System),Software,12/1/2015 15:22,8000,105,failed,1,
Esus board - Awesome Wifi robotics & IoT controller !,DIY Electronics,30/9/2016 6:30,850,1352,successful,28,
Collins Brand: Handmade American Eyewear for the Digital Age,Wearables,20/11/2016 0:47,40000,43650,successful,202,
Phone Charging Wallet: 2 Full Recharges + Premium Leather,Gadgets,5/8/2016 16:57,7500,21321,successful,328,
Iphone 7 Case - Battery Pack/CC Holder/Bottle Opener/Lighter,Gadgets,11/10/2016 4:11,80000,1231,canceled,8,
WorkOUT,Apps,3/11/2014 1:39,1000,71,failed,3,
EduDex - The Education Rolodex,Web,8/5/2015 22:51,2000,0,failed,0,
"NEEDYT. It´s time to share. Don´t buy, rent!",Software,25/9/2015 5:57,16000,115,failed,8,
Switch Bot - The World’s Smallest Remote Robot,Robots,19/12/2016 17:27,3000,46437,live,456,
Drone workshop travelling to the community to help people,Flight,14/6/2015 19:06,10000,27,canceled,7,
3Doppelganger 3D Imaging and Scaled 3D Prints,3D Printing,1/2/2015 21:18,80000,437,failed,13,
SOTA is back for your best relax with 3 new colors!,Gadgets,7/8/2016 20:05,500,1643,successful,27,
DUBSTEIN by DUBGEAR,Technology,23/7/2014 6:14,75000,12827,failed,87,
Self Sustaining Electrical Turbine Generator,Space Exploration,3/10/2014 17:50,10000,128,failed,12,
SceneAbroad: Nightlife and Events Travel Apps,Apps,13/12/2014 4:00,10000,115,failed,5,
Smart House Project,Technology,27/7/2016 18:55,95000,11,failed,2,
Weighitz: World's smallest smart scale!,Gadgets,18/10/2015 7:35,50000,23369,failed,235,
Ultra-Bot 3D Printer,Hardware,5/10/2012 20:49,7500,45540.5,successful,90,
Bifi - A new way to connect,Apps,1/10/2016 0:23,50000,0,failed,0,
Neckglass drinkwear /Beer Pong by Doomsday Castle Star B2,Wearables,14/2/2015 1:44,5000,105,failed,2,
Talnapp,Web,22/5/2015 16:41,10000,1,failed,1,
SpeakEasy,Apps,19/12/2016 0:00,100000,0,live,0,
phpFK - Forum Script ohne MySQL -> Upgrade v9.0,Software,16/9/2015 18:21,3000,1,failed,1,
Web Fonts for Joomla 3.0,Software,6/4/2013 23:50,2000,42,failed,3,
Memories on the Move,Technology,4/2/2014 9:56,5500,20,failed,1,
Safely Photo Organizer and Sharing,Software,11/9/2014 19:37,50000,0,failed,0,
What's for dinner?... What do we have? (Canceled),Technology,13/5/2015 23:21,15000,0,canceled,0,
linkkmee,Technology,28/8/2015 17:52,40000,0,failed,0,
"Salta Maya, a good toy made with good stuff from good people",Flight,19/7/2016 5:05,15000,85,canceled,2,
Internet For Hispanics,Technology,18/9/2015 23:12,800,5,failed,1,
CoinTent: Sustainable Ad-Free Web,Software,23/11/2016 2:00,30000,20228,canceled,180,
Nightingale-Entertainment App,Apps,9/12/2016 22:58,19875,47,live,6,
DIGITAL BACKPACK MAKES LEARNING EASIER,Technology,4/7/2012 23:32,88000,1170,failed,5,
Wheel Liner Heater (Canceled),Technology,5/5/2015 17:51,100000,0,canceled,0,
Physio-Ed,Apps,25/12/2014 23:27,15000,0,failed,0,
Intelligent Dimmer Controller 4 (InDiCo4),Hardware,25/1/2016 21:50,75000,875,failed,1,
All Access Treadmill,Gadgets,8/11/2016 15:13,16000,120,failed,3,
DokiWear: The CG Art Glove For Digital Artists,Wearables,6/11/2014 8:30,3000,17743,successful,551,
SPRINGER SKATEBOARDS CALIFORNIA suspension skateboard!,Technology,12/12/2014 7:18,25000,751,failed,7,
"owlBoard FPGA devkit, Open Hardware Lab at Oregon Tech",Hardware,24/2/2015 19:14,7500,3301,failed,43,
Tortoise: technology for creative people,Technology,25/12/2014 15:06,12850,24,failed,1,
The Daily Print.  One 3D Print a Day.,Technology,27/11/2011 4:35,3000,282,failed,25,
The Peacekeeper - Quick Change Effects System,Sound,21/2/2015 7:00,25000,2725,failed,8,
Scooter/Motorcycle Ride Sharing Application,Technology,15/5/2016 6:13,50000,0,failed,0,
XG Virtual Reality Headset,Technology,28/2/2015 5:00,20000,86248,successful,1229,
U-PHOS: Upgraded Pulsating Heatpipe Only for Space,Space Exploration,30/12/2016 18:50,1500,683.11,live,25,
Guitarists! Here's The Real Thing.,DIY Electronics,26/10/2015 11:00,70000,45116,failed,79,
Imperial Robotics Team 4286 - 2016 Funding,Robots,24/2/2016 16:52,275,963,successful,18,
Raid Organizer,Web,1/9/2015 8:00,5000,4086,failed,62,
Road Buddy (Canceled),Apps,17/7/2014 22:19,45000,20,canceled,2,
BoardX: The Open Source Miniature Motherboard,Hardware,17/12/2011 1:05,20000,8313,failed,90,
The NoPhone,Gadgets,29/10/2014 22:36,5000,18316.1,successful,915,
USB Charger Powered By Your Household Water Supply,Hardware,16/7/2014 16:17,175000,112,failed,12,
Bodireel: the ultimate health & personal training tool,Technology,20/2/2014 0:59,50000,5817,failed,133,
The Klip Trio: 3-in-1 Pet Nail Trimmer,Gadgets,30/9/2016 14:33,50000,1355,failed,20,
Cinder the asexual dating app (Canceled),Apps,4/8/2015 17:00,1600,1131,canceled,44,
Veydra - M4/3 Cinema Lenses for GH4 and BMPCC,Camera Equipment,18/12/2014 2:57,50000,272017,successful,199,
Netcesity: Take control of your data and service (Canceled),Apps,3/1/2016 18:47,100000,380,canceled,5,
Irespond: an app that tells people what your doing when busy,Apps,1/8/2015 3:43,5000,0,failed,0,
Servers in the NT,Hardware,13/4/2016 12:25,85000,51,failed,2,
The School of Invention™  Invent Something!,Web,18/12/2015 18:21,29000,21622,failed,15,
I LOCK IT - The world's first fully automatic bike lock,Gadgets,10/6/2016 13:51,100000,168850.22,successful,1229,
Side Moolah - eveyone can use a little extra cash!,Apps,20/5/2016 18:58,15000,34,failed,6,
golfie,Gadgets,28/8/2014 3:11,5000,52,failed,4,
Smoothieboard - The future of CNC motion control,3D Printing,14/10/2013 20:00,20000,110666.85,successful,727,
Microsoft Office Word Processor for iPad,Software,23/3/2014 1:36,5000,43,failed,6,
Real Life Emoji,Apps,29/11/2014 21:25,500,2,failed,1,
CanLucidDream - A Lucid Dreaming Studio,Technology,1/2/2014 9:33,173000,10,failed,1,
Rhode Island Mini Maker Faire,Hardware,16/9/2010 23:46,1500,1642.64,successful,31,
KinetiGen,Technology,8/8/2014 22:04,25000,0,failed,0,
"Eleven 3D Printer: Large, open source, affordable 3D printer",3D Printing,6/11/2015 17:00,11000,20182,successful,54,
Explore and organize your data with Poyozo,Software,16/7/2010 3:29,8500,1584.5,failed,61,
The OptiCast Buoy: Fish ON!,Gadgets,10/11/2015 13:04,52000,3402,failed,25,
MyPiFi LCD Board support for RaspberryPi -FUNDED final hours,Hardware,29/9/2014 23:56,2000,2350,successful,130,
The Tom Bowl,Web,28/10/2014 0:53,100,0,failed,0,
ONUF (one nation under fitness),Web,22/5/2015 16:42,50000,0,failed,0,
Be a part of the comeYOUnity.com!,Web,24/8/2014 8:59,5000,35,failed,2,
Apple Certified Ultra-Portable Cable (Suspended),Gadgets,20/5/2016 17:55,20000,930,suspended,33,
MobyFace: Secure login and information sharing via QR codes,Technology,3/6/2014 19:00,50000,5025,failed,28,
Offener Bandschleifer (wird oft im Pfeifenbau verwendet),Fabrication Tools,6/2/2016 12:04,2500,201,failed,5,
Live Presence Robot - Telepresence Robot,Robots,19/7/2014 20:54,21000,1825,failed,7,
Randolph County - Little Free Libraries,Makerspaces,18/6/2015 5:46,300,430,successful,13,
The Mobile Observatory Project,Space Exploration,9/4/2014 5:59,35000,62368.96,successful,870,
Pulssy Maxxi Wireless Speaker,Sound,26/6/2015 7:41,50000,151,failed,2,
RDS Encoder,DIY Electronics,11/8/2014 19:21,100,17,failed,6,
O24U Mobile Oxygen Bar,Technology,23/11/2016 18:47,45000,0,canceled,0,
"DayShout Workshops: Stop Being Social, Start Getting Personal",Technology,16/7/2010 6:00,15000,100,failed,1,
The Rever: the world’s first affordable 3D printer for kids,3D Printing,11/12/2015 20:00,150000,54440,canceled,177,
In-Wall Ethernet Hub,Hardware,31/12/2015 17:38,5000,3,failed,3,
Orbit Tracker App Development,Apps,8/6/2016 23:37,2500,1,failed,1,
"Newton Busters FLL International Championship, Sydney 2015",Robots,21/5/2015 13:46,6000,6315,successful,55,
PicShade: A Lampshade with Your Own Images Shining Through,3D Printing,5/9/2014 20:00,3000,1006,failed,15,
Make Any Computer Faster,Gadgets,5/8/2016 12:05,30000,17701,canceled,366,
PIGGYBACK Earbuds Designed for Sharing! (Canceled),Wearables,26/4/2016 8:55,15000,1332,canceled,44,
Innovative and technical lifestyle jackets - Made in France,Wearables,6/11/2016 22:00,30000,36308,successful,186,
ICONS by Corners4.......iPhone Anti Case Protection,Gadgets,14/6/2015 19:28,20000,6622,failed,54,
Wovyn: Weaving your Internet of Things,Technology,25/6/2012 0:19,100000,18618.01,failed,109,
Nutlock: Outsmart thieves. Protect your bike wheels.,Gadgets,15/9/2014 8:59,15000,60009.72,successful,1075,
My Doppleganger,Apps,30/4/2015 22:03,35000,0,failed,0,
CARZOR : Most portable travel shaving RAZOR (Canceled),Gadgets,3/4/2016 18:46,6000,437,canceled,41,
GoTouch - Make Any TV Instantly Interactive,Gadgets,27/10/2016 13:02,30000,110396,successful,898,
